Date,Close,High,Low,Open,Volume
2021-05-24,100.43267822265625,101.91091248898523,99.3022721088634,99.56313142928231,22028927
2021-05-25,101.25877380371094,101.93267035226512,100.49792019863685,101.30224643497803,9165363
2021-05-26,98.08490753173828,101.65004600891484,97.80230599040597,101.3891866766031,18322114
2021-05-27,99.25880432128906,99.82400747287201,97.06320065899462,98.56317148764623,51194207
2021-05-28,98.01970672607422,100.43269717421947,97.73709924730662,100.43269717421947,15307498
2021-05-31,98.10664367675781,98.51968078053474,97.2805753661958,98.2588155516752,13102261
2021-06-01,97.56319427490234,99.12838002969659,97.34580752831961,98.38926273251813,15733731
2021-06-02,98.88925170898438,99.1935954968144,97.43275940492802,97.47623793133124,7995532
2021-06-03,98.38923645019531,100.62832405947324,98.10663493452655,99.58486323701733,10291328
2021-06-04,98.32402801513672,99.19358072271051,97.73708273859546,98.2588131837414,6142487
2021-06-07,102.71524047851562,103.3891368972019,98.6501079639781,98.82401614651084,18058790
2021-06-08,101.75874328613281,103.88913782675196,100.88919641959181,103.88913782675196,22511761
2021-06-09,105.2586898803711,106.73691263187918,101.65006057119318,102.6065645833369,39865778
2021-06-10,105.06304931640625,107.82385644825845,104.45436167137454,107.82385644825845,32690784
2021-06-11,107.08472442626953,108.17165807626036,106.08474782707495,108.17165807626036,29142097
2021-06-14,108.12818145751953,108.60642752827245,105.258681445033,107.80210137455586,18732629
2021-06-15,107.64994049072266,109.3455499261362,107.41080565002373,108.93251277600218,15026686
2021-06-16,105.28042602539062,107.60645941558529,104.7586954928839,107.32386373121716,30706682
2021-06-17,104.28043365478516,106.10647255213858,102.93262899961522,106.10647255213858,22261167
2021-06-18,101.30223846435547,106.51951991721654,100.0413907289868,106.08474646281145,49278209
2021-06-21,102.1065673828125,102.36742671474454,99.3022764916162,100.82398344718185,11719831
2021-06-22,101.75874328613281,103.04132727307764,100.88919641959181,100.88919641959181,10961545
2021-06-23,100.97616577148438,102.60656634495336,100.86747239991978,102.49787297338877,10721151
2021-06-24,100.4979019165039,101.28049169484626,99.17183358227584,100.97614794938436,12964208
2021-06-25,100.36747741699219,101.21528806760607,99.73706530185534,100.62834858317329,7736431
2021-06-28,100.80224609375,101.08485356180847,100.30226368854996,100.86746683068195,9989595
2021-06-29,102.60655975341797,103.43263404183544,100.71529992728438,101.12832527750824,61089570
2021-06-30,101.04137420654297,103.30219841854593,100.86746011562575,103.1065480147601,17437744
2021-07-01,100.34574127197266,101.28050897956696,100.0848818993343,101.10659486848435,15924813
2021-07-02,99.10664367675781,100.47617310332515,98.95446587781535,100.34574341422147,9549992
2021-07-05,100.12833404541016,100.38920515866388,99.28052356680601,99.69356065063707,6849185
2021-07-06,99.47618103027344,100.21529821276724,99.25879431742139,99.7370521620863,5343938
2021-07-07,100.41094970703125,100.62833642225156,99.47618211399022,99.47618211399022,7228897
2021-07-08,100.4979019165039,101.36744873554733,99.80225738487903,100.04138040131926,8740010
2021-07-09,100.10662078857422,100.62835134125075,99.99792741484936,100.45443722569662,2990856
2021-07-12,99.56314849853516,100.75877554440439,99.21533208035206,100.30226575841499,5578309
2021-07-13,99.41098022460938,100.82399397373204,99.25880243677443,100.17183378182928,8264289
2021-07-14,99.9761734008789,100.62833352778115,99.32401327397666,99.41097031636038,9228746
2021-07-15,100.17182922363281,100.62833897839485,99.69357136160902,100.43268857092986,5376823
2021-07-16,101.67179870605469,102.82395316307398,100.21531224362106,100.71530647077712,15903784
2021-07-19,101.36746215820312,102.01962235884201,100.6500812199063,101.67179414997986,13725925
2021-07-20,100.56311798095703,102.73698518268174,100.41095199443005,102.12830944258945,14178067
2021-07-22,101.41093444824219,101.95440128029081,99.43271753838224,101.95440128029081,10378326
2021-07-23,101.30223846435547,101.71527560483725,100.88920132387368,101.62831855515928,6660369
2021-07-26,101.17182159423828,102.32397611185768,100.8892140955056,101.49790172632079,12963701
2021-07-27,100.80224609375,102.10657827449418,100.2805273742343,101.30224029293501,10832912
2021-07-28,99.17183685302734,101.04137201081602,98.86749899451996,100.86745792367812,13828088
2021-07-29,97.04143524169922,100.60657984798625,96.89651076009393,99.1283454180185,28609665
2021-07-30,99.21530151367188,100.40367517504048,97.50519146774185,97.99793234167441,34142169
2021-08-02,99.12836456298828,99.70806260136834,98.14287671834353,99.41821358217831,9575755
2021-08-03,101.1282958984375,101.56306933186842,99.18631025457624,100.02687930226654,20959435
2021-08-04,101.59205627441406,102.37464607522047,100.78047686121397,101.82393779161178,23323277
2021-08-05,101.56307983398438,101.88191843573019,100.43267350776816,101.59206945013779,6621382
2021-08-06,101.4471435546875,102.31669049944198,101.18628418885527,101.73699253627233,5340311
2021-08-09,102.2876968383789,102.60653542310676,100.89643121698224,102.60653542310676,16415005
2021-08-10,100.05586242675781,102.08480522368389,99.33123999928421,102.08480522368389,11925263
2021-08-11,102.22972869873047,102.60653471608931,100.02688361737474,100.25875335668661,31279965
2021-08-12,108.40351867675781,108.80930253175052,102.20075521338232,102.60653906837504,58107755
2021-08-13,107.09918212890625,108.5774164239216,106.43252721558592,106.78034358088853,26776843
2021-08-16,104.75141143798828,106.83833342525175,104.57750913503939,106.66441932831826,21308655
2021-08-17,106.22964477539062,106.51949373794285,104.92532444390561,104.95431405775463,15962459
2021-08-18,104.69345092773438,107.82382232167691,104.43259155906641,106.49051227429858,25227527
2021-08-20,103.53406524658203,104.3746344619874,102.63554038126995,102.7804648879964,18720467
2021-08-23,101.82393646240234,104.28765248825104,100.98336744778138,104.0557709740803,13112745
2021-08-24,102.37464904785156,103.93984048889641,101.70799408929454,102.78044466322655,11029463
2021-08-25,101.73698425292969,102.86739047147962,101.4761249083364,102.72246599248685,12001351
2021-08-26,100.34571838378906,101.6790284607591,99.47617141028311,101.6790284607591,12115246
